Time,Event,Entity,Station,Train,Direction,Destination
06:00,Arrives,Passenger_1,Mirasierra,,,Sanchinarro
06:00,Arrives,Passenger_2,La Moraleja,,,Mirasierra
06:00,Arrives,Passenger_3,Sanchinarro,,,Castellana
06:01,Arrives,Passenger_4,La Moraleja,,,Las Tablas
06:01,Arrives,Passenger_5,Sanchinarro,,,Pinar de Chamartin
06:03,Arrives,Passenger_6,Las Tablas,,,Tres Olivos
06:04,Arrives,Train 1,Castellana,Train 1,clockwise,
06:04,Arrives,Passenger_7,Las Tablas,,,Castellana
06:04,Arrives,Passenger_8,Mirasierra,,,Paco de Lucia
06:04,Arrives,Passenger_9,Tres Olivos,,,Montecarmelo
06:05,Arrives,Passenger_10,Paco de Lucia,,,Chamartin (station)
06:05,Arrives,Passenger_11,Paco de Lucia,,,La Moraleja
06:05,Arrives,Passenger_12,La Moraleja,,,Chamartin (station)
06:06,Arrives,Train 2,Castellana,Train 2,clockwise,
06:06,Arrives,Passenger_13,Castellana,,,La Moraleja
06:06,Arrives,Passenger_14,Sanchinarro,,,Paco de Lucia
06:06,Arrives,Passenger_15,Tres Olivos,,,Castellana
06:06,Arrives,Passenger_16,Mirasierra,,,La Moraleja
06:06,Arrives,Passenger_17,Sanchinarro,,,Montecarmelo
06:07,Arrives,Train 1,Chamartin (station),Train 1,clockwise,
06:07,Arrives,Passenger_18,Las Tablas,,,La Moraleja
06:07,Arrives,Passenger_19,La Moraleja,,,Paco de Lucia
06:07,Arrives,Passenger_20,Mirasierra,,,Sanchinarro
06:07,Arrives,Passenger_21,Castellana,,,Chamartin (station)
06:07,Arrives,Passenger_22,Chamartin (station),,,Sanchinarro
06:08,Arrives,Train 3,Castellana,Train 3,clockwise,
06:08,Boards,Passenger_13,Castellana,Train 3,clockwise,La Moraleja
06:08,Boards,Passenger_21,Castellana,Train 3,clockwise,Chamartin (station)
06:08,Arrives,Passenger_23,Las Tablas,,,Mirasierra
06:08,Arrives,Passenger_24,Tres Olivos,,,Sanchinarro
06:08,Arrives,Passenger_25,Las Tablas,,,Tres Olivos
06:09,Arrives,Train 4,Castellana,Train 4,counterclockwise,
06:09,Arrives,Train 2,Chamartin (station),Train 2,clockwise,
06:09,Boards,Passenger_22,Chamartin (station),Train 2,clockwise,Sanchinarro
06:09,Arrives,Passenger_26,Paco de Lucia,,,Chamartin (station)
06:09,Arrives,Passenger_27,Paco de Lucia,,,Montecarmelo
06:09,Arrives,Passenger_28,Tres Olivos,,,Mirasierra
06:09,Arrives,Passenger_29,Las Tablas,,,Pinar de Chamartin
06:09,Arrives,Passenger_30,Sanchinarro,,,Mirasierra
06:10,Arrives,Passenger_31,Las Tablas,,,Castellana
06:10,Arrives,Passenger_32,Castellana,,,Pinar de Chamartin
06:10,Arrives,Passenger_33,Las Tablas,,,Tres Olivos
06:11,Arrives,Train 1,Pinar de Chamartin,Train 1,clockwise,
06:11,Arrives,Passenger_34,Sanchinarro,,,Las Tablas
06:11,Arrives,Passenger_35,Mirasierra,,,Las Tablas
06:11,Arrives,Passenger_36,Pinar de Chamartin,,,Tres Olivos
06:12,Arrives,Train 5,Castellana,Train 5,counterclockwise,
06:12,Boards,Passenger_32,Castellana,Train 5,counterclockwise,Pinar de Chamartin
06:12,Arrives,Passenger_37,Chamartin (station),,,Mirasierra
06:12,Arrives,Passenger_38,Chamartin (station),,,Sanchinarro
06:13,Arrives,Train 2,Pinar de Chamartin,Train 2,clockwise,
06:13,Boards,Passenger_36,Pinar de Chamartin,Train 2,clockwise,Tres Olivos
06:13,Arrives,Train 1,Sanchinarro,Train 1,clockwise,
06:13,Boards,Passenger_3,Sanchinarro,Train 1,clockwise,Castellana
06:13,Boards,Passenger_5,Sanchinarro,Train 1,clockwise,Pinar de Chamartin
06:13,Boards,Passenger_14,Sanchinarro,Train 1,clockwise,Paco de Lucia
06:13,Boards,Passenger_17,Sanchinarro,Train 1,clockwise,Montecarmelo
06:13,Boards,Passenger_30,Sanchinarro,Train 1,clockwise,Mirasierra
06:13,Boards,Passenger_34,Sanchinarro,Train 1,clockwise,Las Tablas
06:13,Arrives,Passenger_39,Castellana,,,Paco de Lucia
06:14,Arrives,Train 6,Castellana,Train 6,counterclockwise,
06:14,Boards,Passenger_39,Castellana,Train 6,counterclockwise,Paco de Lucia
06:14,Arrives,Train 4,Paco de Lucia,Train 4,counterclockwise,
06:14,Boards,Passenger_10,Paco de Lucia,Train 4,counterclockwise,Chamartin (station)
06:14,Boards,Passenger_11,Paco de Lucia,Train 4,counterclockwise,La Moraleja
06:14,Boards,Passenger_26,Paco de Lucia,Train 4,counterclockwise,Chamartin (station)
06:14,Boards,Passenger_27,Paco de Lucia,Train 4,counterclockwise,Montecarmelo
06:14,Arrives,Passenger_40,Las Tablas,,,Chamartin (station)
06:14,Arrives,Passenger_41,La Moraleja,,,Castellana
06:14,Arrives,Passenger_42,La Moraleja,,,Pinar de Chamartin
06:15,Arrives,Train 2,Sanchinarro,Train 2,clockwise,
06:15,Alights,Passenger_22,Sanchinarro,Train 2,clockwise,Sanchinarro
06:15,Arrives,Passenger_43,Montecarmelo,,,Paco de Lucia
06:15,Arrives,Passenger_44,Chamartin (station),,,Sanchinarro
06:15,Arrives,Passenger_45,Paco de Lucia,,,La Moraleja
06:16,Arrives,Train 1,La Moraleja,Train 1,clockwise,
06:16,Arrives,Passenger_46,Mirasierra,,,Montecarmelo
06:17,Arrives,Train 5,Paco de Lucia,Train 5,counterclockwise,
06:17,Boards,Passenger_45,Paco de Lucia,Train 5,counterclockwise,La Moraleja
06:17,Arrives,Passenger_47,Castellana,,,La Moraleja
06:17,Arrives,Passenger_48,Pinar de Chamartin,,,Mirasierra
06:17,Arrives,Passenger_49,Castellana,,,Chamartin (station)
06:17,Arrives,Passenger_50,Pinar de Chamartin,,,Castellana
06:17,Arrives,Passenger_51,Mirasierra,,,Tres Olivos
06:18,Arrives,Train 4,Mirasierra,Train 4,counterclockwise,
06:18,Arrives,Train 2,La Moraleja,Train 2,clockwise,
06:18,Boards,Passenger_2,La Moraleja,Train 2,clockwise,Mirasierra
06:18,Boards,Passenger_4,La Moraleja,Train 2,clockwise,Las Tablas
06:18,Boards,Passenger_12,La Moraleja,Train 2,clockwise,Chamartin (station)
06:18,Boards,Passenger_19,La Moraleja,Train 2,clockwise,Paco de Lucia
06:18,Boards,Passenger_41,La Moraleja,Train 2,clockwise,Castellana
06:18,Boards,Passenger_42,La Moraleja,Train 2,clockwise,Pinar de Chamartin
06:18,Arrives,Train 3,Chamartin (station),Train 3,clockwise,
06:18,Alights,Passenger_21,Chamartin (station),Train 3,clockwise,Chamartin (station)
06:18,Boards,Passenger_37,Chamartin (station),Train 3,clockwise,Mirasierra
06:18,Boards,Passenger_38,Chamartin (station),Train 3,clockwise,Sanchinarro
06:18,Boards,Passenger_44,Chamartin (station),Train 3,clockwise,Sanchinarro
06:19,Arrives,Train 6,Paco de Lucia,Train 6,counterclockwise,
06:19,Alights,Passenger_39,Paco de Lucia,Train 6,counterclockwise,Paco de Lucia
06:19,Arrives,Passenger_52,Las Tablas,,,Chamartin (station)
06:19,Arrives,Passenger_53,La Moraleja,,,Las Tablas
06:19,Arrives,Passenger_54,Montecarmelo,,,Tres Olivos
06:19,Arrives,Passenger_55,Las Tablas,,,Pinar de Chamartin
06:19,Arrives,Passenger_56,Pinar de Chamartin,,,Sanchinarro
06:20,Arrives,Train 4,Montecarmelo,Train 4,counterclockwise,
06:20,Alights,Passenger_27,Montecarmelo,Train 4,counterclockwise,Montecarmelo
06:20,Arrives,Passenger_57,Mirasierra,,,Paco de Lucia
06:21,Arrives,Train 1,Las Tablas,Train 1,clockwise,
06:21,Alights,Passenger_34,Las Tablas,Train 1,clockwise,Las Tablas
06:21,Arrives,Train 5,Mirasierra,Train 5,counterclockwise,
06:21,Boards,Passenger_1,Mirasierra,Train 5,counterclockwise,Sanchinarro
06:21,Boards,Passenger_8,Mirasierra,Train 5,counterclockwise,Paco de Lucia
06:21,Boards,Passenger_16,Mirasierra,Train 5,counterclockwise,La Moraleja
06:21,Boards,Passenger_20,Mirasierra,Train 5,counterclockwise,Sanchinarro
06:21,Boards,Passenger_35,Mirasierra,Train 5,counterclockwise,Las Tablas
06:21,Boards,Passenger_46,Mirasierra,Train 5,counterclockwise,Montecarmelo
06:21,Boards,Passenger_51,Mirasierra,Train 5,counterclockwise,Tres Olivos
06:21,Boards,Passenger_57,Mirasierra,Train 5,counterclockwise,Paco de Lucia
06:21,Arrives,Passenger_58,Las Tablas,,,Castellana
06:21,Arrives,Passenger_59,Montecarmelo,,,Sanchinarro
06:21,Arrives,Passenger_60,Pinar de Chamartin,,,Paco de Lucia
06:21,Arrives,Passenger_61,Castellana,,,Montecarmelo
06:22,Arrives,Train 3,Pinar de Chamartin,Train 3,clockwise,
06:22,Arrives,Passenger_62,Paco de Lucia,,,Mirasierra
06:22,Arrives,Passenger_63,Mirasierra,,,Montecarmelo
06:22,Arrives,Passenger_64,Tres Olivos,,,La Moraleja
06:22,Arrives,Passenger_65,Chamartin (station),,,Las Tablas
06:23,Arrives,Train 2,Las Tablas,Train 2,clockwise,
06:23,Alights,Passenger_4,Las Tablas,Train 2,clockwise,Las Tablas
06:23,Arrives,Train 4,Tres Olivos,Train 4,counterclockwise,
06:23,Arrives,Train 1,Tres Olivos,Train 1,clockwise,
06:23,Arrives,Passenger_66,Chamartin (station),,,Paco de Lucia
06:23,Arrives,Passenger_67,Tres Olivos,,,Montecarmelo
06:23,Arrives,Passenger_68,Mirasierra,,,Pinar de Chamartin
06:23,Arrives,Passenger_69,Chamartin (station),,,Las Tablas
06:25,Arrives,Train 2,Tres Olivos,Train 2,clockwise,
06:25,Alights,Passenger_36,Tres Olivos,Train 2,clockwise,Tres Olivos
06:25,Arrives,Train 4,Las Tablas,Train 4,counterclockwise,
06:25,Arrives,Train 3,Sanchinarro,Train 3,clockwise,
06:25,Alights,Passenger_38,Sanchinarro,Train 3,clockwise,Sanchinarro
06:25,Alights,Passenger_44,Sanchinarro,Train 3,clockwise,Sanchinarro
06:25,Arrives,Passenger_70,Mirasierra,,,Montecarmelo
06:25,Arrives,Passenger_71,Paco de Lucia,,,Las Tablas
06:25,Arrives,Passenger_72,La Moraleja,,,Sanchinarro
06:26,Arrives,Train 1,Montecarmelo,Train 1,clockwise,
06:26,Alights,Passenger_17,Montecarmelo,Train 1,clockwise,Montecarmelo
06:26,Arrives,Passenger_73,Castellana,,,Chamartin (station)
06:26,Arrives,Passenger_74,Castellana,,,Tres Olivos
06:26,Arrives,Passenger_75,Tres Olivos,,,Mirasierra
06:26,Arrives,Passenger_76,Paco de Lucia,,,Castellana
06:26,Arrives,Passenger_77,Las Tablas,,,Tres Olivos
06:27,Arrives,Train 5,Montecarmelo,Train 5,counterclockwise,
06:27,Alights,Passenger_46,Montecarmelo,Train 5,counterclockwise,Montecarmelo
06:27,Arrives,Passenger_78,Las Tablas,,,Chamartin (station)
06:27,Arrives,Passenger_79,Castellana,,,Mirasierra
06:28,Arrives,Train 2,Montecarmelo,Train 2,clockwise,
06:28,Arrives,Train 3,La Moraleja,Train 3,clockwise,
06:28,Alights,Passenger_13,La Moraleja,Train 3,clockwise,La Moraleja
06:28,Boards,Passenger_53,La Moraleja,Train 3,clockwise,Las Tablas
06:28,Boards,Passenger_72,La Moraleja,Train 3,clockwise,Sanchinarro
06:28,Arrives,Train 1,Mirasierra,Train 1,clockwise,
06:28,Alights,Passenger_30,Mirasierra,Train 1,clockwise,Mirasierra
06:28,Arrives,Passenger_80,Sanchinarro,,,Chamartin (station)
06:29,Arrives,Passenger_81,Tres Olivos,,,La Moraleja
06:30,Arrives,Train 4,La Moraleja,Train 4,counterclockwise,
06:30,Alights,Passenger_11,La Moraleja,Train 4,counterclockwise,La Moraleja
06:30,Arrives,Train 2,Mirasierra,Train 2,clockwise,
06:30,Alights,Passenger_2,Mirasierra,Train 2,clockwise,Mirasierra
06:30,Arrives,Passenger_82,Sanchinarro,,,La Moraleja
06:30,Arrives,Passenger_83,Mirasierra,,,Chamartin (station)
06:30,Arrives,Passenger_84,Sanchinarro,,,Paco de Lucia
06:31,Arrives,Passenger_85,Chamartin (station),,,Castellana
06:31,Arrives,Passenger_86,Castellana,,,Chamartin (station)
06:31,Arrives,Passenger_87,Paco de Lucia,,,Sanchinarro
06:31,Arrives,Passenger_88,Pinar de Chamartin,,,Paco de Lucia
06:31,Arrives,Passenger_89,La Moraleja,,,Mirasierra
06:32,Arrives,Train 1,Paco de Lucia,Train 1,clockwise,
06:32,Alights,Passenger_14,Paco de Lucia,Train 1,clockwise,Paco de Lucia
06:32,Boards,Passenger_62,Paco de Lucia,Train 1,clockwise,Mirasierra
06:32,Boards,Passenger_71,Paco de Lucia,Train 1,clockwise,Las Tablas
06:32,Boards,Passenger_76,Paco de Lucia,Train 1,clockwise,Castellana
06:32,Boards,Passenger_87,Paco de Lucia,Train 1,clockwise,Sanchinarro
06:32,Arrives,Passenger_90,Castellana,,,Sanchinarro
06:32,Arrives,Passenger_91,Mirasierra,,,Montecarmelo
06:32,Arrives,Passenger_92,Mirasierra,,,Sanchinarro
06:33,Arrives,Train 3,Las Tablas,Train 3,clockwise,
06:33,Alights,Passenger_53,Las Tablas,Train 3,clockwise,Las Tablas
06:33,Boards,Passenger_6,Las Tablas,Train 3,clockwise,Tres Olivos
06:33,Boards,Passenger_7,Las Tablas,Train 3,clockwise,Castellana
06:33,Boards,Passenger_18,Las Tablas,Train 3,clockwise,La Moraleja
06:33,Boards,Passenger_23,Las Tablas,Train 3,clockwise,Mirasierra
06:33,Boards,Passenger_25,Las Tablas,Train 3,clockwise,Tres Olivos
06:33,Boards,Passenger_29,Las Tablas,Train 3,clockwise,Pinar de Chamartin
06:33,Boards,Passenger_31,Las Tablas,Train 3,clockwise,Castellana
06:33,Boards,Passenger_33,Las Tablas,Train 3,clockwise,Tres Olivos
06:33,Boards,Passenger_40,Las Tablas,Train 3,clockwise,Chamartin (station)
06:33,Boards,Passenger_52,Las Tablas,Train 3,clockwise,Chamartin (station)
06:33,Boards,Passenger_55,Las Tablas,Train 3,clockwise,Pinar de Chamartin
06:33,Boards,Passenger_58,Las Tablas,Train 3,clockwise,Castellana
06:33,Boards,Passenger_77,Las Tablas,Train 3,clockwise,Tres Olivos
06:33,Boards,Passenger_78,Las Tablas,Train 3,clockwise,Chamartin (station)
06:33,Arrives,Train 4,Sanchinarro,Train 4,counterclockwise,
06:33,Boards,Passenger_80,Sanchinarro,Train 4,counterclockwise,Chamartin (station)
06:33,Boards,Passenger_82,Sanchinarro,Train 4,counterclockwise,La Moraleja
06:33,Boards,Passenger_84,Sanchinarro,Train 4,counterclockwise,Paco de Lucia
06:33,Arrives,Train 5,Tres Olivos,Train 5,counterclockwise,
06:33,Alights,Passenger_51,Tres Olivos,Train 5,counterclockwise,Tres Olivos
06:33,Arrives,Passenger_93,Castellana,,,Chamartin (station)
06:33,Arrives,Passenger_94,Las Tablas,,,Paco de Lucia
06:33,Arrives,Passenger_95,Paco de Lucia,,,Pinar de Chamartin
06:34,Arrives,Train 2,Paco de Lucia,Train 2,clockwise,
06:34,Alights,Passenger_19,Paco de Lucia,Train 2,clockwise,Paco de Lucia
06:34,Arrives,Passenger_96,Chamartin (station),,,Castellana
06:34,Arrives,Passenger_97,Castellana,,,Sanchinarro
06:35,Arrives,Train 3,Tres Olivos,Train 3,clockwise,
06:35,Alights,Passenger_6,Tres Olivos,Train 3,clockwise,Tres Olivos
06:35,Alights,Passenger_25,Tres Olivos,Train 3,clockwise,Tres Olivos
06:35,Alights,Passenger_33,Tres Olivos,Train 3,clockwise,Tres Olivos
06:35,Alights,Passenger_77,Tres Olivos,Train 3,clockwise,Tres Olivos
06:35,Arrives,Train 4,Pinar de Chamartin,Train 4,counterclockwise,
06:35,Arrives,Train 5,Las Tablas,Train 5,counterclockwise,
06:35,Alights,Passenger_35,Las Tablas,Train 5,counterclockwise,Las Tablas
06:35,Arrives,Passenger_98,Sanchinarro,,,Tres Olivos
06:35,Arrives,Passenger_99,Tres Olivos,,,Pinar de Chamartin
06:35,Arrives,Passenger_100,Sanchinarro,,,Castellana
06:35,Arrives,Passenger_101,Chamartin (station),,,Sanchinarro
06:35,Arrives,Passenger_102,Pinar de Chamartin,,,Castellana
06:35,Arrives,Passenger_103,La Moraleja,,,Pinar de Chamartin
06:36,Arrives,Passenger_104,Montecarmelo,,,Mirasierra
06:37,Arrives,Train 1,Castellana,Train 1,clockwise,
06:37,Alights,Passenger_3,Castellana,Train 1,clockwise,Castellana
06:37,Alights,Passenger_76,Castellana,Train 1,clockwise,Castellana
06:37,Arrives,Train 6,Mirasierra,Train 6,counterclockwise,
06:37,Boards,Passenger_63,Mirasierra,Train 6,counterclockwise,Montecarmelo
06:37,Boards,Passenger_68,Mirasierra,Train 6,counterclockwise,Pinar de Chamartin
06:37,Boards,Passenger_70,Mirasierra,Train 6,counterclockwise,Montecarmelo
06:37,Boards,Passenger_83,Mirasierra,Train 6,counterclockwise,Chamartin (station)
06:37,Boards,Passenger_91,Mirasierra,Train 6,counterclockwise,Montecarmelo
06:37,Boards,Passenger_92,Mirasierra,Train 6,counterclockwise,Sanchinarro
06:37,Arrives,Passenger_105,Chamartin (station),,,Pinar de Chamartin
06:37,Arrives,Passenger_106,La Moraleja,,,Paco de Lucia
06:37,Arrives,Passenger_107,Mirasierra,,,Paco de Lucia
06:38,Arrives,Train 3,Montecarmelo,Train 3,clockwise,
06:38,Arrives,Passenger_108,Chamartin (station),,,Sanchinarro
06:38,Arrives,Passenger_109,Sanchinarro,,,Las Tablas
06:39,Arrives,Train 2,Castellana,Train 2,clockwise,
06:39,Alights,Passenger_41,Castellana,Train 2,clockwise,Castellana
06:39,Boards,Passenger_47,Castellana,Train 2,clockwise,La Moraleja
06:39,Boards,Passenger_49,Castellana,Train 2,clockwise,Chamartin (station)
06:39,Boards,Passenger_61,Castellana,Train 2,clockwise,Montecarmelo
06:39,Boards,Passenger_73,Castellana,Train 2,clockwise,Chamartin (station)
06:39,Boards,Passenger_74,Castellana,Train 2,clockwise,Tres Olivos
06:39,Boards,Passenger_79,Castellana,Train 2,clockwise,Mirasierra
06:39,Boards,Passenger_86,Castellana,Train 2,clockwise,Chamartin (station)
06:39,Boards,Passenger_90,Castellana,Train 2,clockwise,Sanchinarro
06:39,Boards,Passenger_93,Castellana,Train 2,clockwise,Chamartin (station)
06:39,Boards,Passenger_97,Castellana,Train 2,clockwise,Sanchinarro
06:39,Arrives,Train 4,Chamartin (station),Train 4,counterclockwise,
06:39,Alights,Passenger_10,Chamartin (station),Train 4,counterclockwise,Chamartin (station)
06:39,Alights,Passenger_26,Chamartin (station),Train 4,counterclockwise,Chamartin (station)
06:39,Alights,Passenger_80,Chamartin (station),Train 4,counterclockwise,Chamartin (station)
06:39,Boards,Passenger_65,Chamartin (station),Train 4,counterclockwise,Las Tablas
06:39,Boards,Passenger_66,Chamartin (station),Train 4,counterclockwise,Paco de Lucia
06:39,Boards,Passenger_69,Chamartin (station),Train 4,counterclockwise,Las Tablas
06:39,Boards,Passenger_85,Chamartin (station),Train 4,counterclockwise,Castellana
06:39,Boards,Passenger_96,Chamartin (station),Train 4,counterclockwise,Castellana
06:39,Boards,Passenger_101,Chamartin (station),Train 4,counterclockwise,Sanchinarro
06:39,Boards,Passenger_105,Chamartin (station),Train 4,counterclockwise,Pinar de Chamartin
06:39,Boards,Passenger_108,Chamartin (station),Train 4,counterclockwise,Sanchinarro
06:39,Arrives,Train 6,Montecarmelo,Train 6,counterclockwise,
06:39,Alights,Passenger_63,Montecarmelo,Train 6,counterclockwise,Montecarmelo
06:39,Alights,Passenger_70,Montecarmelo,Train 6,counterclockwise,Montecarmelo
06:39,Alights,Passenger_91,Montecarmelo,Train 6,counterclockwise,Montecarmelo
06:39,Arrives,Passenger_110,Chamartin (station),,,Castellana
06:39,Arrives,Passenger_111,Pinar de Chamartin,,,Mirasierra
06:39,Arrives,Passenger_112,Tres Olivos,,,Paco de Lucia
06:40,Arrives,Train 5,La Moraleja,Train 5,counterclockwise,
06:40,Alights,Passenger_45,La Moraleja,Train 5,counterclockwise,La Moraleja
06:40,Alights,Passenger_16,La Moraleja,Train 5,counterclockwise,La Moraleja
06:40,Arrives,Train 1,Chamartin (station),Train 1,clockwise,
06:40,Arrives,Passenger_113,Montecarmelo,,,La Moraleja
06:40,Arrives,Passenger_114,Castellana,,,Sanchinarro
06:41,Arrives,Train 3,Mirasierra,Train 3,clockwise,
06:41,Alights,Passenger_37,Mirasierra,Train 3,clockwise,Mirasierra
06:41,Alights,Passenger_23,Mirasierra,Train 3,clockwise,Mirasierra
06:42,Arrives,Train 2,Chamartin (station),Train 2,clockwise,
06:42,Alights,Passenger_12,Chamartin (station),Train 2,clockwise,Chamartin (station)
06:42,Alights,Passenger_49,Chamartin (station),Train 2,clockwise,Chamartin (station)
06:42,Alights,Passenger_73,Chamartin (station),Train 2,clockwise,Chamartin (station)
06:42,Alights,Passenger_86,Chamartin (station),Train 2,clockwise,Chamartin (station)
06:42,Alights,Passenger_93,Chamartin (station),Train 2,clockwise,Chamartin (station)
06:42,Arrives,Train 4,Castellana,Train 4,counterclockwise,
06:42,Alights,Passenger_85,Castellana,Train 4,counterclockwise,Castellana
06:42,Alights,Passenger_96,Castellana,Train 4,counterclockwise,Castellana
06:42,Arrives,Passenger_115,Las Tablas,,,Sanchinarro
06:42,Arrives,Passenger_116,Mirasierra,,,Sanchinarro
06:42,Arrives,Passenger_117,Sanchinarro,,,La Moraleja
06:42,Arrives,Passenger_118,Las Tablas,,,Pinar de Chamartin
06:43,Arrives,Train 5,Sanchinarro,Train 5,counterclockwise,
06:43,Alights,Passenger_1,Sanchinarro,Train 5,counterclockwise,Sanchinarro
06:43,Alights,Passenger_20,Sanchinarro,Train 5,counterclockwise,Sanchinarro
06:43,Arrives,Train 6,Tres Olivos,Train 6,counterclockwise,
06:43,Arrives,Passenger_119,Tres Olivos,,,Castellana
06:43,Arrives,Passenger_120,Chamartin (station),,,Pinar de Chamartin
06:44,Arrives,Train 1,Pinar de Chamartin,Train 1,clockwise,
06:44,Alights,Passenger_5,Pinar de Chamartin,Train 1,clockwise,Pinar de Chamartin
06:45,Arrives,Train 5,Pinar de Chamartin,Train 5,counterclockwise,
06:45,Alights,Passenger_32,Pinar de Chamartin,Train 5,counterclockwise,Pinar de Chamartin
06:45,Boards,Passenger_48,Pinar de Chamartin,Train 5,counterclockwise,Mirasierra
06:45,Boards,Passenger_50,Pinar de Chamartin,Train 5,counterclockwise,Castellana
06:45,Boards,Passenger_56,Pinar de Chamartin,Train 5,counterclockwise,Sanchinarro
06:45,Boards,Passenger_60,Pinar de Chamartin,Train 5,counterclockwise,Paco de Lucia
06:45,Boards,Passenger_88,Pinar de Chamartin,Train 5,counterclockwise,Paco de Lucia
06:45,Boards,Passenger_102,Pinar de Chamartin,Train 5,counterclockwise,Castellana
06:45,Boards,Passenger_111,Pinar de Chamartin,Train 5,counterclockwise,Mirasierra
06:45,Arrives,Train 6,Las Tablas,Train 6,counterclockwise,
06:45,Arrives,Passenger_121,Las Tablas,,,Montecarmelo
06:45,Arrives,Passenger_122,Pinar de Chamartin,,,Chamartin (station)
06:45,Arrives,Passenger_123,Chamartin (station),,,Castellana
06:45,Arrives,Passenger_124,Las Tablas,,,Chamartin (station)
06:46,Arrives,Train 2,Pinar de Chamartin,Train 2,clockwise,
06:46,Alights,Passenger_42,Pinar de Chamartin,Train 2,clockwise,Pinar de Chamartin
06:46,Arrives,Train 3,Paco de Lucia,Train 3,clockwise,
06:46,Arrives,Train 1,Sanchinarro,Train 1,clockwise,
06:46,Alights,Passenger_87,Sanchinarro,Train 1,clockwise,Sanchinarro
06:46,Boards,Passenger_98,Sanchinarro,Train 1,clockwise,Tres Olivos
06:46,Boards,Passenger_100,Sanchinarro,Train 1,clockwise,Castellana
06:46,Boards,Passenger_109,Sanchinarro,Train 1,clockwise,Las Tablas
06:46,Boards,Passenger_117,Sanchinarro,Train 1,clockwise,La Moraleja
06:46,Arrives,Passenger_125,Chamartin (station),,,Sanchinarro
06:46,Arrives,Passenger_126,Tres Olivos,,,Paco de Lucia
06:46,Arrives,Passenger_127,Las Tablas,,,Paco de Lucia
06:47,Arrives,Train 4,Paco de Lucia,Train 4,counterclockwise,
06:47,Alights,Passenger_84,Paco de Lucia,Train 4,counterclockwise,Paco de Lucia
06:47,Alights,Passenger_66,Paco de Lucia,Train 4,counterclockwise,Paco de Lucia
06:47,Arrives,Passenger_128,Mirasierra,,,Castellana
06:47,Arrives,Passenger_129,Tres Olivos,,,Castellana
06:47,Arrives,Passenger_130,Tres Olivos,,,Montecarmelo
06:47,Arrives,Passenger_131,Mirasierra,,,Paco de Lucia
06:47,Arrives,Passenger_132,Paco de Lucia,,,Tres Olivos
06:47,Arrives,Passenger_133,Castellana,,,Mirasierra
06:48,Arrives,Train 2,Sanchinarro,Train 2,clockwise,
06:48,Alights,Passenger_90,Sanchinarro,Train 2,clockwise,Sanchinarro
06:48,Alights,Passenger_97,Sanchinarro,Train 2,clockwise,Sanchinarro
06:48,Arrives,Passenger_134,Las Tablas,,,Mirasierra
06:48,Arrives,Passenger_135,La Moraleja,,,Mirasierra
06:49,Arrives,Train 1,La Moraleja,Train 1,clockwise,
06:49,Alights,Passenger_117,La Moraleja,Train 1,clockwise,La Moraleja
06:49,Arrives,Passenger_136,Paco de Lucia,,,Chamartin (station)
06:49,Arrives,Passenger_137,La Moraleja,,,Castellana
06:49,Arrives,Passenger_138,Castellana,,,La Moraleja
06:49,Arrives,Passenger_139,Tres Olivos,,,La Moraleja
06:50,Arrives,Train 6,La Moraleja,Train 6,counterclockwise,
06:50,Arrives,Passenger_140,Chamartin (station),,,Tres Olivos
06:50,Arrives,Passenger_141,Paco de Lucia,,,Mirasierra
06:50,Arrives,Passenger_142,Sanchinarro,,,Paco de Lucia
06:50,Arrives,Passenger_143,Paco de Lucia,,,Chamartin (station)
06:51,Arrives,Train 3,Castellana,Train 3,clockwise,
06:51,Alights,Passenger_7,Castellana,Train 3,clockwise,Castellana
06:51,Alights,Passenger_31,Castellana,Train 3,clockwise,Castellana
06:51,Alights,Passenger_58,Castellana,Train 3,clockwise,Castellana
06:51,Arrives,Train 4,Mirasierra,Train 4,counterclockwise,
06:51,Arrives,Train 5,Chamartin (station),Train 5,counterclockwise,
06:51,Arrives,Train 2,La Moraleja,Train 2,clockwise,
06:51,Alights,Passenger_47,La Moraleja,Train 2,clockwise,La Moraleja
06:51,Arrives,Passenger_144,Montecarmelo,,,Las Tablas
06:51,Arrives,Passenger_145,Castellana,,,Montecarmelo
06:52,Arrives,Passenger_146,Las Tablas,,,Sanchinarro
06:52,Arrives,Passenger_147,Paco de Lucia,,,Chamartin (station)
06:53,Arrives,Train 4,Montecarmelo,Train 4,counterclockwise,
06:53,Arrives,Passenger_148,La Moraleja,,,Paco de Lucia
06:53,Arrives,Passenger_149,Montecarmelo,,,Las Tablas
06:53,Arrives,Passenger_150,Las Tablas,,,Mirasierra
06:53,Arrives,Passenger_151,Las Tablas,,,Pinar de Chamartin
06:53,Arrives,Passenger_152,Montecarmelo,,,Mirasierra
06:53,Arrives,Passenger_153,Chamartin (station),,,La Moraleja
06:53,Arrives,Passenger_154,Tres Olivos,,,La Moraleja
06:54,Arrives,Train 1,Las Tablas,Train 1,clockwise,
06:54,Alights,Passenger_71,Las Tablas,Train 1,clockwise,Las Tablas
06:54,Alights,Passenger_109,Las Tablas,Train 1,clockwise,Las Tablas
06:54,Arrives,Train 3,Chamartin (station),Train 3,clockwise,
06:54,Alights,Passenger_40,Chamartin (station),Train 3,clockwise,Chamartin (station)
